unityTimeStamp,sessionTime,SDNN
2024-06-03|13:56:02.796,9.355763,79.58551
2024-06-03|13:56:12.859,19.26709,76.71291
2024-06-03|13:56:22.913,29.18954,104.6187
2024-06-03|13:56:33.035,39.04531,104.3799
2024-06-03|13:56:43.101,48.96775,73.58818
2024-06-03|13:56:53.190,58.87909,144.2034
2024-06-03|13:57:03.256,69.79044,142.074
2024-06-03|13:57:13.299,79.67955,58.74968
