 1718794977995, 1 
 1718794978003, 73 
 1718794978007, 0 
 1718794978008, 73 
 1718794978009, -29952 
 1718794978010, -29952 
 1718794978011, -28160 
 1718794978012, -26880 
 1718794978013, -26880 
 1718794978014, -26880 
 1718794978015, -26880 
 1718794978015, -26880 
 1718794978016, -26880 
 1718794978017, -27392 
 1718794978017, -25600 
 1718794978018, -24320 
 1718794978019, -26880 
 1718794978020, -27392 
 1718794978020, -24832 
 1718794978021, -23808 
 1718794978021, -23808 
 1718794978022, -21248 
 1718794978022, -16896 
 1718794978023, -14848 
 1718794978024, -15616 
 1718794978027, -13568 
 1718794978028, -14336 
 1718794978029, -19968 
 1718794978030, -23808 
 1718794978030, -23040 
 1718794978031, -24832 
 1718794978031, -26112 
 1718794978032, -23808 
 1718794978033, -23040 
 1718794978033, -24832 
 1718794978034, -26112 
 1718794978035, -17408 
 1718794978035, 13056 
 1718794978036, 56320 
 1718794978037, 75008 
 1718794978037, 29440 
 1718794978038, -63232 
 1718794978039, -108288 
 1718794978040, -73984 
 1718794978041, -29952 
 1718794978042, -14336 
 1718794978043, -9984 
 1718794978043, -7936 
 1718794978044, -7936 
 1718794978045, -6144 
 1718794978046, -3584 
 1718794978047, -2304 
 1718794978047, 0 
 1718794978048, 2304 
 1718794978049, 3584 
 1718794978050, 6144 
 1718794978050, 8704 
 1718794978052, 10496 
 1718794978053, 14848 
 1718794978053, 19200 
 1718794978053, 21760 
 1718794978054, 25600 
 1718794978055, 32512 
 1718794978056, 35584 
 1718794978056, 36352 
 1718794978057, 39936 
 1718794978057, 43264 
 1718794978058, 42496 
 1718794978058, 39424 
 1718794978059, 35584 
 1718794978060, 28160 
 1718794978061, 1 
 1718794978061, 73 
 1718794978063, 0 
 1718794978063, 73 
 1718794978064, -41984 
 1718794978065, -43264 
 1718794978065, -42496 
 1718794978066, -44288 
 1718794978066, -46848 
 1718794978067, -44288 
 1718794978068, -41216 
 1718794978068, -41216 
 1718794978069, -40704 
 1718794978069, -39424 
 1718794978070, -39424 
 1718794978070, -38144 
 1718794978071, -36352 
 1718794978072, -35584 
 1718794978072, -36864 
 1718794978073, -36352 
 1718794978074, -35072 
 1718794978079, -35584 
 1718794978080, -36864 
 1718794978081, -34304 
 1718794978082, -33024 
 1718794978082, -35584 
 1718794978083, -35584 
 1718794978084, -34304 
 1718794978084, -34304 
 1718794978085, -33024 
 1718794978085, -33792 
 1718794978086, -34304 
 1718794978087, -34304 
 1718794978088, -33792 
 1718794978089, -33024 
 1718794978090, -32512 
 1718794978091, -31744 
 1718794978092, -31744 
 1718794978092, -30720 
 1718794978093, -29952 
 1718794978093, -30720 
 1718794978094, -29952 
 1718794978094, -29440 
 1718794978095, -29440 
 1718794978095, -28672 
 1718794978095, -29440 
 1718794978096, -29952 
 1718794978096, -28160 
 1718794978097, -26112 
 1718794978098, -26112 
 1718794978099, -26112 
 1718794978100, -24832 
 1718794978101, -22528 
 1718794978104, -20480 
 1718794978104, -17408 
 1718794978105, -13568 
 1718794978105, -13568 
 1718794978107, -14336 
 1718794978107, -14848 
 1718794978109, -18176 
 1718794978109, -24320 
 1718794978111, -28160 
 1718794978111, -26880 
 1718794978112, -24832 
 1718794978112, -26112 
 1718794978113, -24832 
 1718794978114, -19200 
 1718794978114, -19200 
 1718794978115, -15616 
 1718794978115, 13568 
 1718794978116, 62464 
 1718794978116, 1 
 1718794978117, 73 
 1718794978117, 0 
 1718794978118, 73 
 1718794978119, -24832 
 1718794978119, -6144 
 1718794978120, -4864 
 1718794978122, -11264 
