unityTimeStamp,sessionTime,HR
2024-05-06|14:34:17.917,0.480011,66
2024-05-06|14:34:18.916,1.480011,66
2024-05-06|14:34:19.918,2.480011,65
2024-05-06|14:34:20.919,3.480011,66
2024-05-06|14:34:21.919,4.480011,66
2024-05-06|14:34:22.920,5.480011,66
2024-05-06|14:34:23.921,6.480011,66
2024-05-06|14:34:24.923,7.480011,65
2024-05-06|14:34:25.924,8.480011,66
2024-05-06|14:34:26.928,9.480011,65
2024-05-06|14:34:27.929,10.480010,65
