unityTimeStamp,sessionTime,ExciteOMeter
2024-05-06|14:34:28.075,0.480011,0.93003
2024-05-06|14:34:28.075,1.480011,0.92189
2024-05-06|14:34:28.075,2.480011,0.26678
2024-05-06|14:34:28.075,3.480011,0.40045
2024-05-06|14:34:28.075,4.480011,0.57954
2024-05-06|14:34:28.075,5.480011,0.62449
2024-05-06|14:34:28.075,6.480011,0.41617
2024-05-06|14:34:28.075,7.480011,0.21348
2024-05-06|14:34:28.075,8.480011,0.35673
2024-05-06|14:34:28.075,9.480011,0.24822
2024-05-06|14:34:28.075,10.480010,0.19331
