unityTimeStamp,sessionTime,RMSSD
2024-05-06|14:34:26.928,0.480011,10.3183
2024-05-06|14:34:26.928,1.480011,10.3183
2024-05-06|14:34:27.929,2.480011,10.47314
2024-05-06|14:34:28.074,3.480011,10.47314
2024-05-06|14:34:28.074,4.480011,10.47314
2024-05-06|14:34:28.074,5.480011,10.47314
2024-05-06|14:34:28.074,6.480011,10.47314
2024-05-06|14:34:28.074,7.480011,10.47314
2024-05-06|14:34:28.074,8.480011,10.47314
2024-05-06|14:34:28.074,9.480011,10.47314
2024-05-06|14:34:28.074,10.48001,10.47314
