unityTimeStamp,sessionTime,RRi
2024-05-06|14:34:17.917,0.480011,982.423
2024-05-06|14:34:18.916,1.480011,983.157
2024-05-06|14:34:19.918,2.480011,1001.091
2024-05-06|14:34:20.919,3.480011,993.958
2024-05-06|14:34:21.920,4.480011,983.994
2024-05-06|14:34:22.920,5.480011,979.380
2024-05-06|14:34:23.921,6.480011,993.203
2024-05-06|14:34:24.923,7.480011,1005.363
2024-05-06|14:34:25.924,8.480011,996.087
2024-05-06|14:34:26.928,9.480011,1002.377
2024-05-06|14:34:27.929,10.480010,1007.810
